Joint_Position_1,Joint_Position_2,Joint_Position_3,Joint_Position_4,Joint_Position_5,Joint_Position_6,Joint_Position_7,Joint_Velocity_1,Joint_Velocity_2,Joint_Velocity_3,Joint_Velocity_4,Joint_Velocity_5,Joint_Velocity_6,Joint_Velocity_7,Joint_Acceleration_1,Joint_Acceleration_2,Joint_Acceleration_3,Joint_Acceleration_4,Joint_Acceleration_5,Joint_Acceleration_6,Joint_Acceleration_7,Torque_1
0.369806,-0.353812,0.089777,1.471408,0.012982,0.105168,0.145299,-0.163556,0.457345,-0.353541,0.256866,0.018902,-0.28423,0.018314,-40.271407,15.924295,-12.42402,11.12303,-1.962663,-1.215496,5.34325,-84.274178
0.144774,-0.296258,-0.052851,1.594024,-0.001846,0.052233,0.230456,-2.719754,0.135297,-0.550606,1.451202,-0.109987,-0.064928,1.666693,-47.104722,-1.491097,-10.072165,19.904567,-5.359902,-1.17582,13.50012,-83.322693
0.379514,-0.343979,0.088238,1.476937,-0.0026,0.106703,0.157573,0.313263,0.294518,-0.27194,-0.308186,0.117036,-0.235489,-0.153373,-40.143098,15.613671,-12.726072,9.3204,-2.463442,0.438067,3.426741,-83.186768
0.360036,-0.320009,0.068163,1.472036,-0.000715,0.095962,0.155272,-1.409941,0.857427,-0.803837,0.109467,-0.000566,-0.262741,-0.010957,-45.869846,8.794742,-17.645911,9.902396,-1.85908,-0.920768,3.724724,-82.507133
0.343511,-0.296604,0.048528,1.501253,-0.000275,0.099798,0.155272,-1.740059,0.683014,-0.563824,0.988413,-0.006601,-0.321352,0.776262,-48.072386,9.841142,-17.607994,4.707831,-4.718958,-2.125156,8.422554,-82.507133
0.323876,-0.289315,0.041931,1.511212,-0.000495,0.095962,0.164478,-2.202161,0.762358,-0.767382,0.991715,-0.040718,-0.28887,0.922697,-46.303647,6.600467,-19.852238,2.329343,-7.65272,-2.167835,7.093132,-81.963432
0.332641,-0.534265,0.215567,1.349766,0.048545,0.08829,0.106172,-0.440361,0.103867,0.586966,-0.088121,0.162292,0.371023,-0.111824,-36.228189,17.735565,-16.650453,17.281675,-2.842687,-1.8547,6.641352,-81.691582
0.374299,-0.346335,0.090908,1.480456,-0.004045,0.109004,0.159108,0.712707,0.13387,-0.130706,-0.394317,0.142153,-0.224974,-0.199674,-39.845842,14.920436,-13.338438,8.665871,-1.596491,0.653212,3.18489,-81.691582
0.345742,-0.333141,0.073252,1.484069,0.012951,0.095962,0.1476,-1.529992,0.878027,-0.799766,0.587516,-0.00373,-0.321909,0.273136,-46.550883,9.353861,-19.003308,7.012777,-3.699872,-1.863922,6.385702,-81.011948
0.324316,-0.525249,0.212456,1.358876,0.040565,0.093661,0.105405,-0.58833,0.046723,0.797239,0.307773,0.111937,0.432935,-0.003846,-37.413205,17.324029,-16.918035,17.330406,-2.04142,-2.129042,6.92173,-80.604172
0.369429,-0.357457,0.09251,1.46924,0.012668,0.108237,0.145299,0.204224,0.290824,-0.262542,0.151369,0.057418,-0.253262,-0.005133,-38.347749,15.522519,-11.97562,10.679241,-2.123766,-1.082531,4.699989,-80.604172
0.365471,-0.359687,0.095369,1.468361,0.011851,0.111306,0.145299,0.576822,0.134312,-0.136321,0.046329,0.087618,-0.229539,-0.02078,-37.106944,14.236914,-12.566848,9.552985,-1.716701,-0.939299,4.053731,-80.468246
0.06724,-0.289567,-0.114301,1.607031,0.008458,6.50E-05,0.259608,-1.0688,-0.004752,0.002534,0.589379,-0.000244,0.000704,0.875375,-39.772934,-1.34323,-3.280754,22.23891,0.082128,-0.133046,16.229627,-80.468246
0.32796,-0.524872,0.202937,1.357023,0.039403,0.089057,0.106172,-0.259405,-0.108641,0.979281,0.127201,0.120064,0.455878,-0.047833,-33.760296,16.817911,-15.521216,16.554226,-1.514735,-1.510388,6.481629,-80.196396
0.307697,-0.351456,0.055125,1.533674,0.005882,0.066042,0.1967,1.860608,-0.904737,1.465542,-1.689874,0.31581,0.053521,-0.915651,-40.116541,9.258739,-12.0611,-1.425296,2.227463,-2.222205,1.498262,-80.196396
0.336191,-0.533009,0.200236,1.354447,0.045058,0.080618,0.109241,0.180087,-0.229849,0.927124,-0.376195,0.196777,0.409541,-0.26835,-33.858904,17.287559,-15.234537,16.17281,-1.405368,-0.632227,6.253602,-79.788612
0.324724,-0.265754,0.039135,1.512029,-0.027701,0.100565,0.171383,-2.366833,0.602884,-0.396999,1.019053,-0.010829,-0.117675,0.948288,-45.763528,8.751218,-16.273471,2.173747,-4.331472,-0.986089,7.52615,-79.652687
0.308577,-0.538821,0.212456,1.347472,0.066075,0.1021,0.091596,-0.879084,0.116405,0.654244,1.093188,0.003226,0.350562,0.47066,-36.215673,17.478624,-14.224101,15.291263,-0.269794,-3.370189,10.522851,-79.516762
0.29978,-0.28143,0.033197,1.520951,-0.000872,0.094428,0.175986,-2.634109,0.809225,-0.982631,0.991529,-0.184895,-0.251318,0.994315,-43.665936,2.757619,-21.096333,0.783064,-9.589081,-2.445888,5.393332,-79.244911
0.053762,-0.289692,-0.114426,1.61413,0.008458,0.000832,0.269582,-1.489763,-0.014241,-0.043864,0.816973,1.50E-05,0.003315,1.118839,-41.042259,-3.634967,-4.50699,21.316274,0.11219,-0.169232,15.447449,-79.108986
0.337071,-0.36729,0.082112,1.499871,0.012699,0.066042,0.179054,1.072302,-0.65636,1.242732,-1.668394,0.355602,0.101729,-0.892632,-38.180591,14.258603,-11.24628,2.533292,1.15614,0.969643,1.322894,-78.837135
0.329562,-0.422362,0.112051,1.463774,0.014364,0.065275,0.157573,1.137761,-0.757808,1.43675,-1.332768,0.296883,0.198017,-0.752763,-36.850273,14.549804,-11.538609,5.185777,1.323211,0.170738,2.652214,-78.565277
0.344925,-0.434426,0.138095,1.438296,0.020553,0.070645,0.142997,0.406883,-0.449535,1.184446,-1.20914,0.312158,0.329929,-0.682154,-35.345519,15.868249,-13.46992,7.500645,-0.035917,1.568636,3.248372,-78.293427
0.336286,-0.534297,0.208686,1.351556,0.046974,0.084454,0.10694,-0.137864,-0.063356,0.774547,-0.226011,0.178423,0.402142,-0.18501,-34.467865,17.380289,-16.268266,16.518462,-2.113277,-1.249156,6.509333,-78.021576
0.299183,-0.259345,0.034265,1.522365,-0.027953,0.099798,0.18289,-2.795816,0.669148,-0.585283,1.028945,-0.036862,-0.079518,1.02189,-43.466056,5.142994,-18.463194,0.614802,-6.768813,-1.074461,5.757439,-77.885651
0.324473,-0.359938,0.069168,1.516678,0.009244,0.066042,0.187493,1.470821,-0.793898,1.361124,-1.689112,0.337681,0.056389,-0.891282,-39.598218,12.380975,-11.36545,0.770314,1.757279,-0.510709,1.431878,-77.206017
0.161456,-0.446269,0.148965,1.36051,0.047037,0.105168,0.104638,-1.300409,0.315775,-0.158065,1.245765,-0.052691,-0.015667,0.89205,-39.231134,12.669649,-2.242552,33.452655,-4.278084,1.10985,17.011614,-77.206017
0.099629,-0.391606,0.03992,1.497954,0.031392,0.068344,0.172917,-1.323882,0.382339,-0.421792,0.88785,-0.143908,-0.110345,0.638817,-39.630339,13.464823,-10.370025,27.773373,-4.584254,-2.756355,18.348197,-76.934166
0.064852,-0.380924,0.02971,1.520888,0.027779,0.063741,0.193631,-2.153276,0.652429,-0.663359,1.39213,-0.222696,-0.202233,1.253564,-42.880647,8.499297,-18.833517,24.122469,-5.183832,-3.523748,17.932531,-76.934166
0.316462,-0.528642,0.223766,1.351745,0.051058,0.095962,0.104638,-1.277186,0.459058,0.258269,0.301397,0.076917,0.236138,0.005448,-38.971494,17.983358,-15.24714,16.97989,-3.595077,-2.630665,6.684573,-76.52639
0.037269,-0.289912,-0.115306,1.623398,0.008458,0.001599,0.282624,-1.888221,-0.058696,-0.08838,0.986588,0.001437,0.001772,1.319543,-39.978649,-6.667301,-5.197612,19.182568,0.122891,-0.194299,13.849514,-76.390465
0.346464,-0.440175,0.159144,1.415865,0.026617,0.078317,0.129955,-0.289758,-0.127343,0.917038,-1.049801,0.288174,0.461243,-0.603722,-32.947404,14.396526,-15.840896,10.084204,-1.41042,1.439234,3.588388,-76.118614
0.328463,-0.32381,0.064299,1.490415,0.012731,0.092126,0.152203,-1.990568,0.948606,-1.009793,0.637192,-0.024993,-0.308605,0.409085,-44.505143,5.422465,-20.935696,4.029417,-6.21979,-2.286772,6.061686,-75.846756
0.356455,-0.274676,0.034736,1.46745,-0.044886,0.087523,0.135325,-0.802015,0.01272,0.373197,1.278997,0.02318,0.223469,0.669372,-39.397962,6.523051,-11.981331,9.095674,-0.639038,-1.411817,9.512859,-75.710831
0.346087,-0.372976,0.094144,1.483535,0.016281,0.068344,0.169848,0.696302,-0.50749,1.130471,-1.622421,0.361009,0.1788,-0.907062,-36.096391,14.790593,-11.533985,3.664769,0.499142,2.076438,1.276467,-75.710831
0.338924,-0.429148,0.125686,1.450799,0.01738,0.067576,0.149902,0.773728,-0.608344,1.318135,-1.271096,0.309046,0.257412,-0.720292,-36.335523,15.579521,-12.439413,6.395949,0.688633,1.06111,2.988082,-75.574905
0.173048,-0.448626,0.150347,1.349671,0.047257,0.105168,0.096966,-0.874258,0.187694,-0.14263,0.891911,-0.011115,-0.012581,0.602598,-37.166009,11.210038,-2.931408,34.557321,-2.770435,0.838921,16.710751,-75.43898
0.35281,-0.380233,0.114439,1.451993,0.023412,0.073714,0.151436,0.020075,-0.213244,0.898716,-1.540519,0.353779,0.369637,-0.924722,-31.318497,12.858397,-13.210391,5.263287,-0.562167,2.873269,1.561598,-75.16713
0.365125,-0.346712,0.090845,1.484823,-0.005459,0.111306,0.162177,1.129948,0.00278,0.033141,-0.476435,0.141699,-0.229564,-0.239824,-39.055318,13.832058,-12.548961,7.844672,-0.818754,0.819446,2.825883,-75.031204
0.262332,-0.331884,0.02327,1.566661,0.000102,0.065275,0.215112,2.652783,-1.015733,1.718851,-1.606653,0.27012,0.186575,-1.026642,-37.939675,-0.577637,-14.650033,-5.72123,2.929222,-5.610875,1.07179,-74.759346
0.263589,-0.356357,0.044444,1.566378,0.023381,0.066042,0.218948,2.3247,-0.956285,1.53835,-1.969002,0.339503,0.082961,-1.225971,-38.571934,4.257634,-14.443574,-5.627858,3.110022,-4.901095,0.083907,-74.623421
0.075879,-0.289473,-0.114583,1.602507,0.008458,0.000832,0.251169,-0.645077,-0.005172,0.0251,0.33301,-0.000939,-0.00265,0.602183,-35.01914,-0.070733,-1.780611,20.311016,0.048253,-0.118012,16.110479,-74.487495
0.302545,-0.374013,0.072875,1.525852,0.030858,0.066809,0.195165,1.567978,-0.779315,1.294656,-2.068049,0.400215,0.013621,-1.171514,-36.793148,11.663304,-11.502842,-2.550201,1.830438,-0.997474,0.572247,-74.35157
0.284701,-0.365562,0.059178,1.546209,0.026994,0.066042,0.206673,1.936843,-0.88546,1.404531,-2.029646,0.373598,0.023437,-1.194821,-38.034366,8.58662,-12.662798,-4.13131,2.637422,-2.945056,0.409986,-73.943794
0.332516,-0.529741,0.190025,1.358876,0.043079,0.076783,0.11231,0.527514,-0.405692,1.068432,-0.542252,0.209204,0.399874,-0.352465,-33.636344,17.025676,-13.878449,15.559186,-0.597093,-0.086692,5.860603,-73.671944
0.303236,-0.520882,0.224049,1.369181,0.04223,0.102867,0.106172,-1.459811,0.406048,0.442392,0.690152,0.037652,0.318943,0.144418,-38.095823,18.244424,-15.942432,13.094197,-2.601007,-3.07702,7.506126,-73.536018
0.146879,-0.442342,0.147331,1.37471,0.046157,0.105168,0.114611,-1.673989,0.460457,-0.15825,1.528353,-0.116666,-0.007927,1.183381,-39.143112,12.483514,-2.378073,30.34854,-4.992468,1.369074,16.280697,-73.536018
0.351899,-0.346335,0.090028,1.490006,-0.00681,0.11284,0.164478,1.511494,-0.113333,0.146827,-0.571439,0.141709,-0.254408,-0.274623,-37.402684,13.348925,-11.059743,6.281888,-0.440154,0.882915,2.381926,-73.26416
0.238425,-0.346618,0.028579,1.585668,0.020271,0.065275,0.23199,2.709418,-0.981905,1.683938,-1.912176,0.308743,0.182907,-1.256785,-37.679193,-1.122225,-16.385174,-7.196486,3.254227,-6.666223,-0.438975,-73.128235
0.372194,-0.314731,0.060655,1.462769,-0.001281,0.111306,0.138394,0.389548,0.052763,0.076052,0.544264,0.059072,-0.117898,0.06625,-35.600978,10.589775,-11.580748,9.590436,-0.861739,-2.150134,7.064964,-73.128235
0.340244,-0.373887,0.113276,1.499651,-0.015009,0.103634,0.17215,1.28234,0.131111,-0.295718,-1.346487,0.213678,-0.304439,-0.742462,-36.345184,14.460271,-13.972388,3.893593,-0.660546,3.284949,0.756097,-72.856384
0.382781,-0.28055,0.040171,1.460821,-0.030058,0.105168,0.145299,0.260382,-0.042843,0.394256,0.600197,0.082421,0.013669,0.041726,-36.491544,8.77428,-11.256755,10.101732,-0.603223,-0.911721,7.324509,-72.856384
0.235974,-0.369395,0.048151,1.581081,0.045309,0.065275,0.231223,2.366088,-0.90817,1.441212,-2.309538,0.383815,0.094988,-1.439443,-35.835791,3.39731,-15.277595,-7.783414,2.962166,-5.257581,-1.458415,-72.720459
0.324913,-0.438447,0.17859,1.389538,0.034596,0.094428,0.113844,-1.240282,0.242369,0.378862,-0.693032,0.215298,0.451066,-0.466031,-34.031382,13.41834,-12.824884,12.311952,-4.969913,-0.458945,3.915006,-72.720459
0.263463,-0.264214,0.037972,1.53801,-0.044949,0.092893,0.183658,-2.823733,0.461363,-0.188433,1.423613,-0.030274,0.026907,1.166654,-38.756982,7.869873,-12.442812,-1.782335,-6.477281,-2.168726,4.870387,-72.584534
0.350988,-0.377374,0.104637,1.467387,0.019831,0.069878,0.159875,0.33292,-0.358513,1.012624,-1.579965,0.358533,0.274519,-0.92097,-33.483879,14.260542,-12.146914,4.44318,-0.035719,2.721597,1.34873,-72.584534
0.299403,-0.404518,0.081106,1.491451,0.008741,0.062206,0.172917,1.866496,-1.011469,1.649013,-1.424981,0.262405,0.184838,-0.795457,-35.66639,9.821879,-10.436139,1.295173,2.226806,-2.40611,1.87331,-72.448608
0.329123,-0.523176,0.192664,1.356363,0.038178,0.084454,0.106172,0.021702,-0.274402,1.112725,-0.005314,0.1342,0.462015,-0.095432,-31.456541,16.581368,-13.733138,15.385375,-1.064507,-0.902037,6.029884,-72.040825
0.289821,-0.268392,0.039323,1.523904,-0.044729,0.092893,0.171383,-2.429357,0.364657,-0.073996,1.427041,-0.00356,0.052059,1.122913,-39.532233,9.678039,-10.96819,-0.244002,-3.858384,-2.332867,6.344068,-71.768974
0.347124,-0.438164,0.149405,1.42664,0.023601,0.074481,0.136092,0.0626,-0.282518,1.056083,-1.131195,0.302224,0.401602,-0.642248,-34.067313,15.431445,-14.63856,8.700642,-0.755258,1.679526,3.449272,-71.768974
0.287182,-0.341937,0.039512,1.550388,0.00296,0.065275,0.205906,2.26856,-0.984288,1.59081,-1.651553,0.29324,0.097938,-0.962787,-39.684069,4.861939,-13.230114,-3.622081,2.588734,-3.987903,1.396358,-71.497124
0.32551,-0.524841,0.178998,1.365316,0.040879,0.072179,0.116913,0.87313,-0.575839,1.198228,-0.711373,0.209842,0.375396,-0.428288,-33.104834,16.415978,-12.456712,13.968161,0.144583,0.307918,5.343572,-71.361198
0.358528,-0.368484,0.10426,1.473796,-0.011114,0.099798,0.157573,0.541722,0.417251,-0.550427,-1.211624,0.164343,-0.243356,-0.702239,-35.23301,14.626076,-11.118315,6.980346,-2.370652,2.472748,2.111935,-71.225273
0.327678,-0.5195,0.181103,1.35696,0.036733,0.080618,0.10694,0.305786,-0.441525,1.22748,-0.147334,0.144697,0.454702,-0.155288,-30.700341,16.131429,-12.040551,14.374559,-0.4973,-0.354398,5.556695,-71.225273
0.268961,-0.252402,0.027259,1.532606,-0.028267,0.099031,0.193631,-3.217204,0.696595,-0.793381,1.032999,-0.158733,-0.043867,1.02901,-40.535799,1.015001,-19.571644,-1.096944,-8.704269,-1.329537,3.867987,-71.089348
0.373608,-0.313726,0.060403,1.468643,-0.000621,0.111306,0.139161,0.056467,0.157932,-0.075757,0.639504,0.048965,-0.151382,0.144345,-37.131103,12.018736,-12.031381,9.293682,-1.120488,-2.357435,8.117507,-70.953423
0.179363,-0.450039,0.151981,1.34276,0.047288,0.105935,0.093897,-0.491243,0.085979,-0.094894,0.485111,-0.000218,-0.004222,0.363969,-31.417891,8.776428,-3.753879,31.377236,-1.233639,0.604018,15.52602,-70.953423
0.312001,-0.271503,0.039449,1.509547,-0.044666,0.092893,0.159875,-2.052898,0.249438,0.005459,1.432774,-0.000338,0.092578,1.042532,-40.046517,10.031634,-10.406224,1.389598,-1.933766,-2.37979,7.62006,-70.545639
0.351365,-0.371719,0.109192,1.486331,-0.012936,0.101332,0.164478,0.916429,0.267535,-0.446188,-1.28945,0.19417,-0.261604,-0.728332,-36.182863,14.602227,-12.61199,5.711144,-1.712144,2.968784,1.450948,-70.545639
0.383095,-0.280582,0.043344,1.467355,-0.029367,0.105168,0.145299,-0.068915,0.026321,0.265082,0.700633,0.084215,0.003162,0.122794,-38.390261,9.253708,-13.169463,9.378031,-0.8395,-1.069919,8.438524,-70.545639
0.083984,-0.386956,0.035522,1.508102,0.02979,0.066042,0.181356,-1.717193,0.536941,-0.501055,1.16033,-0.183568,-0.171979,0.961886,-42.012229,12.120033,-14.034918,26.684674,-4.782828,-3.136618,18.666682,-70.545639
0.330945,-0.273356,0.039198,1.495347,-0.044666,0.091359,0.150669,-1.669612,0.141771,0.090541,1.440949,0.003273,0.144484,0.928416,-40.830201,9.026401,-11.262398,3.741113,-0.934068,-2.239115,8.593679,-70.409714
0.306126,-0.31426,0.053083,1.496823,0.012479,0.089825,0.156039,-2.406092,0.981189,-1.237503,0.639474,-0.133779,-0.295979,0.533639,-41.064909,1.267158,-21.774006,1.83397,-8.337009,-2.877793,5.385258,-69.730087
0.181436,-0.351079,0.016075,1.625692,0.038272,0.061439,0.261143,3.083708,-0.885694,1.778726,-2.136669,0.314913,0.269651,-1.463398,-34.115942,-7.142047,-19.621092,-12.213378,3.278498,-8.761164,-2.826941,-69.458229
0.282973,-0.532726,0.222415,1.372542,0.066106,0.108237,0.105405,-1.630706,0.512845,0.400993,1.380368,0.000225,0.165343,0.820528,-35.295218,19.648057,-13.779306,11.07477,-2.928521,-3.683454,9.633514,-69.458229
0.316085,-0.414037,0.09672,1.47722,0.011537,0.063741,0.165245,1.512897,-0.894564,1.550828,-1.379841,0.280704,0.169419,-0.775002,-36.52562,12.642974,-10.697523,3.634123,1.814956,-1.03528,2.27049,-69.458229
0.307414,-0.373824,0.11535,1.526888,-0.019094,0.110538,0.186726,1.998272,-0.137752,0.016555,-1.375205,0.191363,-0.409273,-0.757808,-34.62788,14.992068,-11.569454,0.141932,0.429562,3.229287,-0.73952,-69.322304
0.271223,-0.273262,0.022202,1.530847,-0.004171,0.092126,0.185959,-3.045268,0.819158,-1.19403,1.004075,-0.345977,-0.237319,0.999465,-40.59268,-1.644677,-21.398673,-0.7453,-7.995078,-2.900045,3.625602,-69.322304
0.316116,-0.381144,0.084908,1.504835,0.034942,0.066809,0.183658,1.211492,-0.646826,1.18673,-2.085809,0.41131,0.053331,-1.164909,-34.873302,13.302944,-10.96614,-0.773758,0.908978,0.734124,0.657348,-69.186378
0.17019,-0.298112,-0.019927,1.658773,0.027025,0.057603,0.281089,2.976649,-0.571957,1.610666,-2.265202,0.306674,0.152509,-1.61371,-34.437764,-9.751684,-19.260531,-14.669465,3.746231,-7.392135,-3.72977,-69.050453
0.341343,-0.440646,0.167657,1.405654,0.029381,0.083687,0.124585,-0.58217,-0.002383,0.748651,-0.931404,0.282096,0.498275,-0.566562,-31.994385,13.453895,-16.572264,11.416202,-2.317112,0.913925,3.699338,-68.642677
0.315017,-0.539072,0.20454,1.337074,0.066044,0.098264,0.088527,-0.458738,-0.033453,0.831126,0.918997,0.004592,0.420891,0.294009,-33.089711,15.799624,-13.883698,15.914646,-0.196597,-2.827128,10.189625,-68.234894
0.326766,-0.38683,0.096563,1.484194,0.03912,0.067576,0.17215,0.874966,-0.509041,1.078831,-2.080701,0.408805,0.128693,-1.171606,-32.774257,13.611233,-11.212426,0.826333,0.184005,2.069481,0.784623,-68.234894
0.138774,-0.293023,-0.037175,1.680764,0.024229,0.056069,0.2972,3.303748,-0.443048,1.82191,-2.105467,0.270003,0.228956,-1.625385,-32.785397,-13.205136,-18.028007,-17.318415,2.960722,-8.809351,-4.6914,-68.098969
0.198024,-0.304364,-0.00513,1.63543,0.030324,0.059137,0.264211,2.619651,-0.656766,1.395535,-2.385003,0.352485,0.107748,-1.61113,-34.700746,-5.5892,-18.175558,-12.440749,3.906137,-5.718618,-3.02952,-68.098969
0.343825,-0.310961,0.059335,1.47389,-0.000747,0.093661,0.155272,-1.868125,0.926821,-0.99303,0.216412,-0.004366,-0.245717,0.018292,-43.50536,5.035753,-19.166916,7.574598,-2.475732,-1.498664,3.83407,-68.098969
0.345208,-0.274393,0.037847,1.480833,-0.044729,0.089825,0.141463,-1.260729,0.065355,0.220189,1.395754,0.011517,0.190712,0.797003,-40.890503,7.567644,-12.246577,6.87995,-0.625104,-1.903813,9.218381,-67.963043
0.325604,-0.374358,0.115067,1.51316,-0.017114,0.10747,0.179054,1.649935,-0.001012,-0.108993,-1.36678,0.202678,-0.35627,-0.751386,-35.807023,14.507223,-13.508376,1.999572,0.18152,3.367596,0.037969,-67.963043
0.297361,-0.536653,0.217609,1.35897,0.066106,0.105935,0.096966,-1.270892,0.303764,0.505783,1.259849,0.001846,0.257988,0.658854,-36.430938,19.014273,-13.47263,13.656771,-1.089754,-3.674298,10.334745,-67.963043
0.286743,-0.515887,0.22785,1.376783,0.042356,0.104401,0.107707,-1.822536,0.598908,0.309722,0.780619,0.005574,0.25209,0.276302,-35.608671,17.660306,-16.16418,9.478929,-2.254539,-3.254659,7.44582,-67.691193
0.362361,-0.363488,0.098291,1.462234,-0.009606,0.096729,0.149902,0.194912,0.577888,-0.627689,-1.13235,0.141824,-0.246203,-0.665421,-34.04661,13.689344,-10.599369,7.867326,-2.771099,1.906917,2.74305,-67.555267
0.127967,-0.437033,0.145792,1.390858,0.044681,0.105168,0.129188,-2.046647,0.588106,-0.169897,1.775165,-0.175372,0.01186,1.414426,-37.456342,10.659497,-3.681995,27.027871,-4.819703,1.571571,14.599061,-67.555267
0.233304,-0.259282,0.035553,1.552335,-0.045232,0.093661,0.195165,-3.210517,0.527353,-0.318218,1.415822,-0.147068,0.008977,1.18912,-37.252349,4.923548,-14.410173,-4.129428,-8.356285,-1.93151,3.27308,-67.283417
0.302011,-0.523081,0.225557,1.35586,0.051718,0.097496,0.105405,-1.666927,0.648727,0.134494,0.481143,0.03242,0.162613,0.063588,-36.92713,17.137811,-15.528217,14.359451,-3.445067,-2.686363,6.659478,-67.283417
0.31907,-0.387836,0.032883,1.320423,0.008176,0.073714,0.067046,-1.544673,0.466242,-0.422028,1.715642,0.006187,-0.262418,0.979621,-46.398218,14.991567,-7.508692,42.409373,-2.537084,-2.455529,20.030146,-67.283417
